text,emotion
Kendimi onun kucağına atmayı ve omzuna boo-hoo'yu atmayı çok isterdim!,jealous
"Güzelliğinizde bu kadar neye sahipsiniz, Şehvetli gençliğiniz ve soylu yüzünüz, Onsuz, neşe ve zevk içinde harcamak için aklınızın karşılığını verecek misiniz?",jealous
Kral Plüton onun ardından baktı ve kendisinin de çocuk olmasını diledi.,jealous
Keşke gençliğimde böyle bir şansa sahip olsaydım.”,jealous
"Cennetin yeryüzünü kıskandığı ve sık sık hayalini kurduğum, artık onu bu dünyada göremediğim ve ilahi armonilerini duyamadığım eşsiz dehadan kiminle bahsedeceğim?",jealous
Bazen şu an bulunduğum yaşta keşke o dönemde ben de olsaydım diyorum.,jealous
"Dedi ki -ve bunu nasıl söylediğini bilirsiniz- ""Keşke yıllar önce tam da böyle bir kitap okumuş olsaydım!""...",jealous
Aniden onu özlemişti; onun da bu keyifli toplantıdaki genç adamlardan biri olmasını dilerken buldu kendini.,jealous
Onun hatırası yıllarca zihninde yaşadı ve ona sahip olmayı arzuladı.,jealous
"Bu Cove Armor, Vivienne'in elinden tutarak ve yıllarca kendi göğsünde biriktirdiği çocukça günlere dair anılarına güvenerek yavaşça etrafta kayıyordu.",jealous
"Keşke sana bir melodi çalabilecek kadar iyi olsaydım,"" ve çuhayla kaplanmış, çuhanın parçalanmış eski orgun durduğu köşeye özlemle baktı.",jealous
Yüksek rafta dururken ona bakar ve özlemle beklerdi.,jealous
"Kudüs'ü henüz özgür krallıklar halinde düşündüğümde, onun yıkıntılarını düşüneceğim ve seni düşüneceğim; Sen güzel Yahudi, dolaşmaktan memnunsun; Cennet Bahçesi'ndeki parlak bir nokta hâlâ senin evin gibi çiçek açıyor.",jealous
"En azından kendi kendine şöyle demesine izin verin: ""Ah, ne kadar çekici bir adam olmalı!""",jealous
"Tepedeki ağaçlara fışkıran sincapları görmeyi çok özlüyorum, Akan ve eski değirmeni çevirirken şarkı söyleyen suları görmeyi özlüyorum.",jealous
"Eğer hayallerimin sen olsaydın, Ve rüyalarımın sen'i benim olsaydı, Bu günlerde yarı tatlı, yarı acı, Tadı Olimpos şarabı gibi olurdu.",jealous
"Zamanından önce hiçbir prens bizim Kuzey topraklarımızda hakimiyeti elinde tutmamıştı, Çok kısa süreliğine bizim iyiliğimiz için elinde tuttu; Artık herkes onun ayağa kalkmış olmasını diliyor.""",jealous
"Zavallı küçük yaratığın yüreğini tuhaf bir hayranlık, pişmanlık ve kıskançlık karışımı doldurdu.",jealous
"Anna, Melvina Lyon'un da konuklardan biri olmasını diledi ve lezzetli pastayı paylaştı.",jealous
"Geçmişte kaç kez mağaramda olmayı, tek sırrımı, tek varlığımı arzuladım.""",jealous
Kendimi babanın beni boyadığı zamanki gibi görmeyi ne kadar isterdim.,jealous
"İşte o zaman Hoshiko'yu, ellerini, sesini, kahkahasını sadece düşünmeye değil, dilemeye de başladı.",jealous
İnsan baktı ve Türk Çingeneleri gibi o mutlu ormanlarda yaşamayı özledi.,jealous
"Artık kilisenin yamacında onunla yalnız yürürken, bir an için onun o akşam birlikte olduğu kızla aynı olmasını dilemekten kendini alamadı.",jealous
"Bin altı yüz küsur yıl sonra ""o güzel, taze Mayıs sabahında bacaklarını Tottenham Tepesi'nden Hoddesdon'daki Sazdan Ev'e doğru uzatan"" o partide olmak için çok şey verirdim - Piscator, Venator ve Auceps'i kastediyorum.",jealous
Sonra İyi Glinda'nın büyük oturma odasında olmayı diledi.,jealous
"Zamanla daha da katolik olacağım ama şu anda geçmişin hayaletlerini kıskanmaktan kendimi alamıyorum ve geçmişin hayaletlerle dolu biliyorsun.""",jealous
"Pudralı ve cilalı zeminin, neşeli dansların, maskeli baloların parlak bakışlarının özlemini mi çekiyordu?",jealous
Keşke böyle bir evde ne kadar mutlu olabilirdi...,jealous
"Bir gün, ""O'nun yıldızını gördüklerinde"" sözleri onu çok etkiledi ve şu düşünce geldi: ""Keşke O'nun yıldızını her zaman görebilseydim!""",jealous
"Ama bakır tencereler ve dağınık saçlar isteyebilir miyim, ya da yıkanmadığımda ya da neşem tükendiğinde kendimin görülmesini isteyebilir miyim?",jealous
"Bu nedenle, arada sırada onun meşe boşluğuna özlem dolu bir kıskançlıkla bakmayı alışkanlık haline getirmişti.",jealous
"Zambak beyazı ellerini çocuk eldivenleriyle, narin ayaklarını ruganlarla kaplamanın özlemini çekiyor.""",jealous
"Duygusal dostumuz onun evini ve geçmişinin yarısını öğrenir; - pohpohlayıcı hikayelerini yeniler - gururunu incitir, - kıskançlığını uyandırır; - ve onu sevmesini sağlar, bon gré - mal gré, her iki meyveden daha iyi veya çiçekler.",jealous
Ve yeğenine yan gözle bakarak şöyle düşündü: 'Keşke onun yaşında olsaydım!,jealous
"Ah, ellerini onun üzerine koymanın, parmaklarını darmadağınık saçların arasında gezdirmenin, dudaklarıyla ona dokunmanın özlemi!",jealous
"Eski zamanların bir şövalyesine dönüşmesini, atlı olmasını ve düşmanıyla birlikte “listelere girmeyi” diliyordu.",jealous
"Daha sonra, çocukluğunda anırmaktan ne kadar hoşlandığını hatırladı ve bu yöndeki büyük yeteneği nedeniyle köyündeki herkesin ne kadar kıskandığını anlattı.",jealous
Sonra aniden Giles'ın Philip'e kendisine benzeyen bir paradan bahsettiğini ve Philip'in ona sahip olmayı dilediğini hatırladım.,jealous
Sonra Nan ve Di'ye duyulan kıskançlığı belli eden bir iç çekişle içini çekti.,jealous
"Ani bir yoğunlukla bir şişe Kayak'ın berrak, beyaz birasının özlemini duydu.",jealous
"Onu gördüm bu balkondan, Kaybolan zevkimden inerken; Ve yüreğim, bu kadar iyi kanıtlanmış kıskançlıklar, hayal kırıklıkları varken, cimrice sevecek kadar alçak değil, ah!",jealous
"Roscoria'nın beklentiyle dirseğine yaslanmış esmer kafasına özlemle baktı, sonra Tregurtha'nın arkadaşının yanına uzanmış asil uzunluğunu ölçtü.",jealous
Zavallı babam beni ona bakmaya getirirdi ve eğer büyüyünce akıllı bir adam olursam belki o evin ya da başka bir evin sahibi olabileceğimi söylerdi.,jealous
"Ve öyle bir zihniyetim vardı ki, bunu yapmış olmayı tüm kalbimle dilemekten başka bir şey yapamazdım.",jealous
Gri olmasına rağmen Thomas ona sevgiyle baktı: kalbi onu arzuluyordu: ve orası kendisinin ve Ethel'in gelecekteki evi olacaktı!,jealous
İki muhteşem evi var; ve işlerle ilgilenmek için orada olmamı ne kadar dilediğini söyledi; benim her zaman büyükannesinin sağ kolu olduğumu hatırladı.,jealous
Onu yeni evine getirmiş olmayı kaç kez dilemişti!,jealous
Öyle olmalarını dilemek neredeyse yüreğindeydi.,jealous
Bazen ona kasvetli bir kıskançlıkla bakıyorum; çünkü bu sürdüğü sürece pek çok saat saf mutluluk yaşadım.,jealous
"Sesinden şiddetli, şikayetçi bir ton geçti ve arkasına yaslanıp Wilton'ı tuhaf bir kıskançlıkla etkileyen özlemli, sevgi dolu, üzgün bir ifadeyle gözlerini onunkilere kaldırdı.",jealous
"Keşke kamp toplantısında anlattıkları, kırk yıl boyunca vahşi doğada giydikleri o dar kıyafetlerden bazılarını bulabilseydim!",jealous
"Sadece bir an içindi ve bunu kendimden çok senin için diledim anne.""",jealous
"Bazı çağdaş baskıların zayıf ve kıskanç çabalarına rağmen, şan, servet, oturan kalabalıklar, hızlı ve şaşmaz ödülünüz olacak!""",jealous
Başarılarınızı kıskananların ve ihmal ettiğiniz tüm kadınların yüzünde sevinç anında görülüyordu.,jealous
"Olumlu olarak, o tatlı kız söz konusu olduğunda senin babalık haklarına imreniyorum.""",jealous
"Doğu Asya Hükümetlerinin yabancılardan gelen tüm tekliflere karşı kıskançlıkla yaklaşmalarına rağmen, seferin faydalı bir sonuç vereceğine dair umudum da var.",jealous
"Kendi kendine şöyle diyor: ""İşte güzel bir mülk, beni zengin etmeli.",jealous
dedi Rex zafer kazanmışçasına ve testinin çalışmasını kıskanç bir gözle izledi.,jealous
"Şimdi bu yeni şansa sevindim; yine de, kıskançlığın soylu eylemleri nasıl gerektirdiğini görünce bile biraz üzülüyorum[2].",jealous
"Kilrush'un kıskançlıkla gözlemlediği gözlerinde bir ışık, yüzünde neşeli bir gençlik vardı.",jealous
"Sanırım alaydaki her subay ve adam bunu diliyor.""",jealous
"Bu nedenle şehvete, öfkeye, kıskançlığa, nefrete, gurura ve kötülüğe ve hepinizin kendi kalplerinizde hissetmesi gereken ve çocuklarınızın kalplerinde bile göremediğiniz tüm o baş belası tutkulara kapılıyoruz.",jealous
"Hayırseverlik, açgözlülük kadar benzer bir şey değil, 662; mecazi bir emir değil, 664; Kutsal Yazıların tek amacı, 669",jealous
acı içinde ağladı Louise; ve Leslie'yi kıskançlıkla öfkelendiren vahşi bir dehşet bakışıyla.,jealous
"Eugene, hâlâ bastonla canı yanıyor, Yüreği kıskançlık acısıyla yanıyor,",jealous
"işkence gördü ve yasaklandı; Kıskançlıktan zulme uğrayan Michel Angelo; ve Alfieri, kendi deyimiyle iki öfke tarafından sürekli parçalanıyor: ""Ira ve Malinconia""--",jealous
"İki gün boyunca ne yiyeceğimiz ne de suyumuz vardı ve çok acı çektik, çünkü güneş tam başımızın üzerinde parlıyordu ve hemen ölenleri kıskanıyorduk.",jealous
Acı senin parçalarına tutkundur Ve sen felaketle evlisin.,jealous
İşte o zaman kıskanç ve adaletsiz bir Yaratıcının tekelini istila etmeleri nedeniyle keskin mızraklarına ve kızgın kancalarına kıvranırlar.,jealous
"Sonra göreceksin ki çiy lekeli zavallı Yola doğru girinti yaparak Dönüp geri dönüyor: Her kıskanç çalı, yorgun bacaklarını kaşıyor.",jealous
"Kızlık döneminde gaucholar kıskançlıktan birbirlerini öldürürler ama eş ya da metres olduğunda efendisinin isteği üzerine kampta tekmelenir, dövülür ve terk edilir.",jealous
"O güzel göğüste imparatorluğun güvencesi altında, Kim bu kadar kutsanmış olmak için taçlarını vermez ki?",jealous
"Ey kudretli adam, güneşin huzurunda yeşil çayırlarda gençlerin peşinden otladığında, öğlen vakti taşların güzel renklere büründüğünde, yoldaşlarının kalabalığıyla birlikte gurur duyacak mısın?",jealous
"Sesi kısık ve eğitimsizdir, aynı zamanda hem kıskanç hem de övüngendir.",jealous
"Hoot-toot - ve leddie'lerin neşesi, erkeklerin kıskançlığı!",jealous
"Gururla, arkasındaki grubun gözünde zaten kıskanılan bir figür olduğunu hisseden Red Hoss, komuta eden Güçleri takip ederek tuval kenarlı bir çadırdan geçerek iki direkli dairesel bir çadıra girdi.",jealous
"O zengindi ve benim bir meteliğim yoktu ve büyük hanımefendi olmak, büyük hanımefendi olmak, insanın arzu edebileceği her şeye sahip olmak hoş bir şey.",jealous
"Ben kibirliydim; Parlak görünmekten, yakışıklı bir kadın tarafından övülmekten, sıcak eldiveninin hafif dokunuşunu elimde hissetmekten memnun oldum.",jealous
"Kendi güçlerine de güveniyor; bu, aristokratik iddialarının [daha az şanslı kardeşlerinin] kıskanması gereken genç bir ressam için her zaman bir gerekliliktir.",jealous
"Onların zenginlikleri, ihtişamları ve güçleri var - Ah, ne muhteşem bir birikim! - ve sonsuza dek yanan tahtları, taçları, kaideleri ve ateşten ganimetleri var ve ihtişamlarının ışığı parlıyor sonsuza dek.",jealous
"Ben böyle bir kocaya sahip olduğum için kıskanılacak bir eş değil miyim?""",jealous
"Ama kendine hayran kalmış olmalı, çünkü onu bulduğumuzda en güzel mücevherlerinin hepsi üzerindeydi.""",jealous
"Her şey ne kadar güzeldi; elmasların ışıltısı, pahalı çiçeklerin kokusu, iyi eğitimli erkeklerin saygısı, diğer kadınların kıskançlığı.",jealous
Kendini beğenmiş bir güzeli sergiledim; Kendimi sergilemeye ve gururumu sergilemeye susadım.,jealous
"Kendi gülünü toplarken, gururdan başka hiçbir sevincin farkında değildi, çünkü pek çok gezgin ona kıskanç bakışlar atıyordu.",jealous
Ama şimdi onun hayalinin Tanrıçası karşısında duruyor - göz diktiği değerli metalin altın bukleleri - gözleri parlaklığını onun parlaklığından alıyor ve yüreğinde yeni bir üstünlük duygusu ortaya çıkıyor ve zengin olmak istiyor.,jealous
"Vedalaştık Kalplerimiz fazlasıyla kibirli, şöhretlerini kıskanacak kadar, Acımıza sahip çıkamayacak kadar.",jealous
"Kendinizi çok büyük sanıyorsunuz; Kimsenin senin kadar iyi olmadığını düşünüyorsun!""",jealous
"Benim görkemimin eşi benzeri yoktur ve eğer tanrılardan herhangi biri cenneti yeryüzüyle değiştirip ay diskinin altında yaşasaydı, benimki gibi parlak bir servetle yetinirdi.",jealous
"Ülkesinin gelişmesi nedeniyle onu küçümsemeye alışkın olan eski sömürge ailesinden diğerleri, neredeyse bir soyluluğun patenti olan bu kazanımı öğrendiklerinde şimdi kıskançlıkla ağlayacaklardı.",jealous
"Bütün Avrupa, şehrinizin bu ünlü adamı yetiştirmiş olmasının onurunu kıskanıyor.",jealous
Adelaide Harrison'ın şehirdeki popüler bir okula giden bir arkadaşı vardı ve ona -geniş başarılarının kanıtı olarak- bizi kıskançlık ve hayranlıkla dolduran bir sanat eseri göndermişti.,jealous
"Muhteşem ekoseler artık kendisine aitti (ya da en azından büyük bir kısmı) ve kaldığı sessiz odaya vardığında, onun canlı renklerine ve parlak renk tonlarının şiddetli kontrastlarına uzun ve mutlu bir şekilde keyifle baktı.",jealous
Böyle bir saatin boynunuza asılmasını ve Porto-Vecchio sokaklarında tavus kuşu gibi gururla yürümeyi isterdiniz değil mi?,jealous
"Onlara bakan genç adam, kendi soylu müsrifliğine hayret etti.",jealous
"Böyle bir gösteriş payı olmayan, Böyle bir çalışkanlıkla tüm dünyayı Memnun eden birinin benim tarafımdan yükümlü olabileceğini hayal etmek.",jealous
"Bazen akşamları odamda seni düşünerek kendime hayran kalırdım.""",jealous
"Ama bunun hakkında konuştuğunu duymak hoşuma gidiyor; Benim çocuğum gibi olduğunu görünce ona karşı bir tür kibir hissediyorum ve aceleci pazarlığınızdan memnun olduğunuza tamamen ikna olmak istiyorum.""",jealous
Paletini ovalarken ve Lord Flavian'ın devlet tezgâhının üzerine resmedilen Pietà'yı sanatçının bencilliğiyle tararken figürünün etrafında altın rengi bir sis oynuyordu.,jealous
"Köydeki yakın zamanda satın alınan bir malikanede bütün bahar boyunca hazırlık yapılmıştı ve Londra'dan gönderilen pahalı mobilyaların görüntüsü annemde kıskançlık uyandırmış, babamda ise gurur uyandırmıştı.",jealous
"Önce bir gurur dalgası ve tatlı, küçük bir kendini beğenmişlik heyecanı her yanını kapladı; ve sonra Ramonti'nin gözlerinin içine baktı ve kalbinde muazzam bir zonklama oldu.",jealous
"Artık çok büyük bir adamsın çünkü 'Munyu'yu öldürdün ve şef senin büyüklüğünü kendisi için istiyor.""",jealous
"Bütün bunlar mükemmelliktir ve bu eski kıyafeti giyebilen şef, tüm bakanların kıskançlığı ve hayranlığıyla kaleden dışarı çıkar.",jealous
"Bu kıyafetle duyduğu bilinçli gurur, görülmeye değer bir şeydi ve arkadaşlarının ona yağdırdığı ciddi ve muhtemelen kıskanç bakışlar, onun bir hayranlık merkezi olduğunu gösteriyordu.",jealous
"Neden Mark, yüzbinlerce erkeğin en çok imrendiği şeye sahip olduğunu biliyor musun?""",jealous
"İpek bir Doğu mendili ya da bir çift parlak sarı çorap, yerli kızların gözlerinin açgözlülükle ve gerçek inançla olumlu bir şekilde parıldamasını sağlıyordu!",jealous
"Artık seni nankör gururunla tanıyorum, Bu bana solmuş bakışlarının neyi gizlediğini gösteriyor, Seni yaratan ve yüceltene hain, Ve meydan okumak için seni yaratan o Güç aptal.",jealous
"İstiridyeci kendinden memnun bir tavırla İncil'ini cebinden çıkardı, bir yaprak kopardı, kibrit ışığıyla yaktı ve piposuna sürdü.",jealous
Gerçekten de artık bir çift Miyako kuşu gibiyiz (her zaman birlikte); hatta kıskanılmayı hak ettiğimi düşünüyorum.,jealous
"Onu, böylece her şeyi bir anda silip süpüren o akıl almaz yetenek harikasını, sıradan bir halk çocuğu olarak görmek, onların kıskançlığına yakışıyor, diğerlerinin hayranlığına keyif veriyordu.",jealous
"Bu duruma hiçbir itirazda bulunmadım, çünkü bunun bana sağladığı ayrıcalık ya da şöhrete imreniyordum ve nadiren başarıda başarısız olduğum için sürekli olarak prestij ve nüfuz kazandım.",jealous
"Ama dün şan ve ödül, Ve en iyisi, onu ayaklarının altına sermek, Konuşan gözlerinde guerdon'umu bulmak: Onlara kin duymuyorum, - tatlı da olsa geçip gidiyorlar.",jealous
O zamanlar Hintli bir delikanlı onu kıskandırabildiği için gururu tavan yapmıştı.,jealous
"Zırhının kusursuz mükemmelliğini bildiğinden, bunu kanıtlamak için çılgınca bir arzu duyuyordu.",jealous
"Vatansever devlet adamı gibi kendi güzelliklerinin gücüyle hareket ederler, ne çekinirler ne de hayranlık uyandırırlar; ve yarı imrenerek yarı ilgiyi reddederek parlak cadde boyunca tökezleyerek,",jealous
"Daha sonraki yıllarımda, Mercablis'i kişisel olarak tanımam ve onunla sık sık konuşmam konusundaki şansımı tebrik eden birçok insanla tanıştım, tıpkı birçok kişinin Felix Bulla ile karşılaşmalarıma da aynı şekilde imrendiği gibi.",jealous
"Bu genç adam, kendisini kıskanan düşmanları ve iftiracıları çoktan kendine kazandı.",jealous
"Kendinden o kadar memnun görünüyor ki, ona bir aptal gibi göründüğünü söyleyebilmek için onun dilini öğrenmeye imreniyorum.",jealous
"Onlardan şövalyevari bir coşkuyla söz ediyordu; bu da bazen benim de onun armağanlarına sahip olma isteğini uyandırıyordu; ben de kadınları memnun etmek, onlarla nasıl konuşacağımı bilmek ve onların yaveri olmaya layık görülmek istiyordum.",jealous
"Denny havuzun ortasına gelmişti, su sıçratıyordu ve elbiseleri gerçekten ıslanıyordu; onun son derece kıskanç ve mutlu bir durum olduğunu düşünürdünüz.",jealous
"Kendi kendine nefes nefeseydi: ""Bu çok saçma!"" kanı mırıldandı: ""Ama bu muhteşem!"" Owen'ın onu fark ettiğini ve ona doğru ilerlediğini görene kadar hızla yoluna devam etti.",jealous
"Onu huşu ve saygı takip etti; Nereye giderse gitsin etrafı, sanki değerli bir idol, bir zafer maskotu gibi, tetikte ve kıskanç bir muhafızla çevriliydi.",jealous
"Yüksek rütbesi ve seçkin askerlik hizmeti onu Kraliyetin en yüksek makamına imrenmesine neden olurken, iddialarını aldattığını düşündüğü kişilere duyduğu nefret de onu hoşnutsuz birine dönüştürdü.",jealous
"Sansasyonel vaazları büyük suçların açıklamaları kadar geniş çapta okunan vaizler, Henderson'ın kariyeri ve Henderson'ın sarayı hakkında ahlak dersi verdi ve her yerde imrenilen dünyevi refah imajını yükseltti.",jealous
"Limanlarında gurur, gözlerinde meydan okuma, insan türünün efendilerinin geçtiğini görüyorum; Yüksek tasarımlara niyetli, düşünceli bir grup.",jealous
Onu kırık zincirinden tuttum ve keyifle izledim.,jealous
"Herkes kendine bakar: Ah, ben bu canavarla karşılaştırıldığında muhteşem bir varlığım.",jealous
"O kadar mutluydum ki, sahip olduğumdan daha fazlasını dilemek bile kibirli bir küstahlıktı.",jealous
Daha sonra Lasta'yı Begemder eyaletine ekledi ve Ayo'yu ve onunla birlikte Lasta'dan gelen tüm soyluları muhteşem bir şekilde giydirdi.,jealous
"Zaferini onun gözlerinde görmek, sesinde duymak için can atıyordu.",jealous
"Başarılı yarışmacı, daha önce bahsettiğim ödülün yanı sıra bol alkış ve kıskançlık da alıyor.",jealous
"diye bağırdı Bayan Jeanie, onlar için anlam dolu olan küçük beyaz kartların keyfini çıkararak coşkuyla haykırdı.",jealous
"Büyük kızlar sıraya girmiş, bastırılmış ve kıskanç bir halde otururken ve o anın coşkusunu önceden tadarken, kendisinin onur ödülünü almak için ileri doğru yürüdüğünü gördü.",jealous
"Size söylediğim gibi, ben onun tercihiydim ve dolayısıyla tüm tanıdıklarımın kıskançlığıydı, çünkü hiç kimse Albert Wessenbery'nin köyün gururu olduğunu inkar etmeyi düşünmedi.",jealous
"Aziz Just, en zengin şarapları içtiği güzel kadehten gurur duyuyordu ve Aziz Keverne'in bu kadar nadir değerde bir kadehe sahip olmasını kıskanıyordu.",jealous
"Yıllar önce o şafakta aklına gelen şu sözler geri geldi: ""Kendini bir elbise gibi ışıkla örten, gökleri bir perde gibi uzatan.""",jealous
"Larry Strangways'in çağrısı üzerine, bana inandığı için onun emirlerini yerine getirmeye gideceğimi yalnızca -beğenerek ve bir tür zaferle- biliyordum.",jealous
Bu büyük bir şey ve rakiplerimizin hepsi bizi izliyor ve kıskanıyor.,jealous
"Diğerleri bunu gördü; ve biri şöyle dedi: ""Bu benim: İçinde kendimi görüyorum!""",jealous
"Diğer tarafında da aynı sisler var mı, Gururun uzantısı olmak için, Zengin adamın korusunu ve gölünü şereflendiren, Kehribar sabahların doğduğu parkını, Ve güllerin parıldadığı ekili adasını göstermek için haince parlak mı?",jealous
Onu görünce insanlar kendilerinin neredeyse İngiltere'nin zenginliğine ve semiz sığırlarına sahip olduklarını düşünüyor gibiydi.,jealous
"Büyük şahsın kendi topraklarındaki kibri bunda açıkça görülüyordu ve Robert, kendisine yönelik bundan daha fazlasının da olduğunu düşünmekten kendini alamıyordu.",jealous
"Cevabı, onu tekmeleyebileceğim kibirli, övünen, kendinden emin bir gülümsemeydi.",jealous
Donanmamızın sırtını birkaç farklı tarzda tekrar okşadık ve düşman filosunun Kiel'deki zorunlu inziva yerine geri dönmesinin sevincini yaşadık.,jealous
"Ama yine de çalışkanlığınıza hayran olmalı ve akıllı parmaklarınızın yaptığı kıyafetleri kıskanmalıyız."" Pam, Sophy'ye konuşurken kocaman sarıldı ve ardından muhallebilerle ilgilenmek için koşarak uzaklaştı.",jealous
"Cesaretiniz hak ettiği övgüyü de istemeyecek, dedi; - mürettebatı erdemli bir kıskançlık kapladı.",jealous
"Alnından öyle bir haşmet çıkıyor ki, Yanakları öyle kızarıyor, gözlerinde öyle ışınlar var ki, Ne ben ne de kıskançlık bir kusur bulamıyorum.-- Saray, onsuz, çok iyi tasarlanmış: Beni içeri alın, çünkü göreceğim senin aklın.",jealous
"Güç, zenginlik, şöhret sahibi olmak egoist duygularımızı körükler ve bizi giderek daha fazla yoldan çıkarır.",jealous
"Ona ödülüm şudur, zamanını iyi geçirdi, hepimizin en çok arzu etmesi gereken şey budur; ve burada hizmetinizde en çok imrendiğim zaferdir.",jealous
Dul Newbolt'la yaptığı mükemmel pazarlığın tadını çıkardı; eski paslı sakalının köklerine bakıp sırıttı.,jealous
"Zevkli bir sessizlik içinde dinledi, nadiren sözünü kesti; ancak ""İsrail'in Tanrısı Rab, 'Halkımı bırak' diyor"" sözlerine ""Tanrıya şükür!"" yanıtı verildi.",jealous
"ve sizi geçici heveslerinizden ve hayallerinizden uzaklaştırıp, zevk almak için ""Eğlencelere"" götüreceğim, tamamen bana!",jealous
Yine de Nürnberg vatandaşları loncalarıyla övünüyorlardı ve loncanın ülkedeki en iyi şarkıcılar olduğuna inanıyorlardı.,jealous
"Hempel'in düşünceleri tezgâhın çok ötesine geçmişti; şu aşamaya geldi: ""Ben de senin kadar iyiyim!""",jealous
Ya da ölüm kadar güçlü aşktan ve mezar kadar acımasız kıskançlıktan!,jealous
"Tüm insanların erdeme saygı duyduğu söylenir ve sonuç olarak Monteagle'ın sapkınlığı, daha önce ona kıskançlığa yaklaşan bir duyguyla bakanlar için çok rahatlatıcıydı.",jealous
"Bana mutsuz durumunun acıklı bir anlatımını gönderdi: Onu götürmeyi teklif ettim, o da razı oldu ve kıskanç patimiz, Sultan'ın katıldığı kovalamacadan dönerken, kendisini dul bulduğunda çok şaşırdı.",jealous
"Senin bu kadar tatlı, bu kadar güzel ve iyi göründüğünü düşünmek; Bize bu şekilde ihanet etmek için kalplerimize girmen gerektiğini düşünmek.",jealous
"Ve aniden bahçede, yüzü cama yakın dururken, tamamen tuhaf bir yüz ortaya çıktı ve verandada ""korkunç derecede zevk alan küçük bir cüce yaratık"" figürü belirdi.",jealous
"Ama bir gecenin kıskançlığı, hiçbir zaman çok ateşli ve cömert bir doğaya ait olmayan bir sağduyuyu ürperterek toz haline getirmişti: Bu kıskançlık yatıştı, yatıştı; ama bunu takip eden darbe ne kadar şiddetli, ne kadar baş döndürücüydü!",jealous
Şaşkınlıkla bağırdım ama içimde kıskanç bir kırgınlık da yükseliyordu.,jealous
"Ford sarhoşa baktı, bu büyük figürün vahşi bakışları ve acınası dalkavukluğu karşısında irkildi.",jealous
"Guernsey'de gün ışığının olduğunu, sisin iğrenç bir tarafgirlikle şuradaki korkunç kayamızın üzerinde yoğunlaştığını sanıyordum!",jealous
Mutluluğunuzun korunmasını bu adama emanet etmek istedim!',jealous
Keşke Emniyet Müdürü de bana senin kadar güvenseydi.”,jealous
"Keşke burada evleneceğin birini bulsaydım, senden emin olabilseydim!”",jealous
"Onların bir düzine Melvinası yerine benim Dan'imi tercih ederim,"" dedi Bay Weston hemen.",jealous
"Eğer başıma böyle bir talihsizlik gelseydi, senin ona olduğun gibi ben de böyle bir hizmetçiye sahip olmak isterdim.""",jealous
Kıskançlık şüphesiz bu duygunun tam tersidir; ancak aşkın yegane nesnesinin terk edildiğini veya sadakatsiz kaldığını görmenin yarattığı derin umutsuzluktur.,jealous
"Kıskançlığın doğasına yabancı olduğunu ileri sürerken ona karşı oldukça dürüst davranmıştı; sevgi onun ebedi yenilenen çeşmesini, yani kıskançlığı vuracak kadar derine akmıyordu.",jealous
Beceriksizlik ve kıskançlık her iki müttefik komutanın da karakteristik özellikleriydi; ve bu kusurlara Prens İskender daha büyük olan itaatsizlik hatasını ekledi.,jealous
Ama bu ne yeni ne de o saatten doğan bir kıskançlıktı; ancak o saatte keskinliğinin doruğuna ve zirvesine ulaşıyor.,jealous
Kıskançlık ve kötülüğün bizi nereye sürükleyebileceğini asla bilemeyiz.,jealous
"Kan görüntüsünü, akan şaraptan daha çok seviyorum; ölümün acı veren çığlığını, en tatlı müzikten daha çok seviyorum; kötülüğün bir elçisi gibi, insana yapılan işkencelerden keyif alıyorum.",jealous
"Peki bu tür bir kıskançlık, dünyanın en titiz, en doyumsuz kıskançlığı onun kalbinde büyüseydi, günlük yaşamlarının huzuru ne olurdu?",jealous
"Bu nedenle, demokratik uluslar arasında hırs ateşli ve süreklidir, ancak amacı her zamanki gibi yüce değildir; ve hayat genellikle ulaşılabilecek küçük nesnelere hevesle imrenmekle geçer.",jealous
"Eğer kıskançlık benim doğamda olsaydı, evliliğimden beri yeterince sık kışkırtılırdı!”",jealous
Biraz ayrıntıya girdim çünkü bu kıskançlık anlarında insan çoğu zaman aklını kaybeder.,jealous
her yeni gün bir mutluluk,Happy
Ailemle tatile çıktığımda çok sevindim.,Happy
Derslerin hepsini istediğim şekilde verince çok sevindim.,Happy
"Scuba yaptığım zaman mutlu olurum.
      Okulda ders iptal olduğu zaman mutlu olurum.",Happy
herhangi bir dersi CC üstü bi notla geçersem mutlu oluyorum,Happy
bir hanım arkadaşımızla 45 dakika süren zorlu bir spor müsabakasını galibiyetle kapayınca anlık bir mutluluk yaşadım.,Happy
Özlediğim biriyle görüşmek,Happy
Annem kolyenin yenisini alınca çok mutlu oldum.,Happy
DOM Lab'ı erken bitti.,Happy
Dersler bitince mutlu oluyorum,Happy
yeğenlerim benim mutluluk kaynağımdır. bana dayı dediklerinde bütün dünya benim olur.,Happy
sınavlardan iyi notlar aldığımda ya da gerçekten insanlara bir yararım dokunduğunda mutlu olurum.,Happy
Galatasaray'ın galibiyetine çok mutlu oluyorum,Happy
Ödevi tamamlamak,Happy
uyuduğum zamanlar.,Happy
Evime giderken mutlu oluyorum.,Happy
Ödevler projeler bitti.,Happy
sevdiklerimle hep beraber olduğum anlarda mutlu olurum.,Happy
cuma akşamları eve geldiğimde.,Happy
Gs UEFA kupasını aldığında çok mutlu olmuştum.,Happy
yani üniversiteyi kazandığımda tabii ki de,Happy
